1;3.090878
2;5.073534
3;10.421628
4;9.815745
5;11.586057
6;13.039011
7;10.095013
8;11.916537
9;13.404691
10;11.88214
11;13.632844
12;30.746004
13;27.354997
14;28.559831
15;63.095967
16;58.13645
17;49.496487
18;46.997635
19;32.913806
20;40.736177
21;30.659758
22;36.0601
23;31.528109
24;31.632467
25;33.886627
26;36.834901
27;32.300837
28;32.630309
29;34.37418
30;47.724228
31;47.423094
32;48.8656
33;50.821036
34;52.232129
35;48.820882
36;47.917002
37;47.615285
38;49.784264
39;49.349612
40;52.884914
41;62.348632
42;55.438891
43;65.321352
44;67.229145
45;66.783059
46;66.029129
47;67.863517
48;68.649708
49;74.607201
50;69.552595
51;77.126347
52;77.358616
53;78.599412
54;78.139897
55;77.696391
56;78.568214
57;80.928783
58;84.084857
59;83.995797
60;84.973595
61;85.353108
62;86.195652
63;86.005442
64;87.183035
65;87.781611
66;87.701128
67;89.101908
68;89.56253
69;90.234336
70;101.981998
71;93.588523
72;93.025923
73;94.165364
74;96.835135
75;110.937068
76;120.201469
77;104.448952
78;112.863211
79;103.459192
80;118.23758
